time,accel[0],accel[1],accel[2],global_accel[0],global_accel[1],global_accel[2],global_accel_avg[0],global_accel_avg[1],global_accel_avg[2],global_vel_avg[0],global_vel_avg[1],global_vel_avg[2]
946685055.51974404,-0.24583205580711365,0.1489122211933136,-9.9533805847167969,-0.028453892096877098,0.28600460290908813,-9.9533805847167969,-0.011100049130618572,0.21874544024467468,-9.9429283142089844,-0.022882051765918732,0.15676447749137878,-6.3299880027770996
946685055.55871499,-0.27891603112220764,0.18345610797405243,-10.0076904296875,-0.020683100447058678,0.33320039510726929,-10.0076904296875,-0.013016659766435623,0.24163642525672913,-9.9558811187744141,-0.022882051765918732,0.15676447749137878,-6.3299880027770996
946685055.59005654,-0.26445800065994263,0.21672806143760681,-9.9723453521728516,0.014606800861656666,0.34160757064819336,-9.9723453521728516,-0.0084127495065331459,0.25829827785491943,-9.9586248397827148,-0.022882051765918732,0.15676447749137878,-6.3299880027770996
946685055.62914956,-0.24122899770736694,0.10836403071880341,-9.9861726760864258,-0.058122336864471436,0.257984459400177,-9.9861726760864258,-0.015514119528234005,0.25825345516204834,-9.9625606536865234,-0.022882051765918732,0.15676447749137878,-6.3299880027770996
946685055.660308,-0.13611449301242828,0.054182015359401703,-9.9460868835449219,-0.038364827632904053,0.14138948917388916,-9.9460868835449219,-0.018370458856225014,0.24364545941352844,-9.9605016708374023,-0.022882051765918732,0.15676447749137878,-6.3299880027770996
946685055.69958413,-0.28655725717544556,0.10509100556373596,-10.035543441772461,-0.087947838008403778,0.29227444529533386,-10.035543441772461,-0.026101278141140938,0.24904868006706238,-9.9688396453857422,-0.022882051765918732,0.15676447749137878,-6.3299880027770996
946685055.738433,-0.22127863764762878,0.13054549694061279,-9.923771858215332,-0.028406167402863503,0.25534182786941528,-9.923771858215332,-0.026331767439842224,0.24967800080776215,-9.9643325805664062,-0.031727075576782227,0.24063305556774139,-9.6770772933959961
946685055.77755654,-0.20413932204246521,0.096272751688957214,-9.8833866119384766,-0.045530654489994049,0.22106167674064636,-9.8833866119384766,-0.045530654489994049,0.22106167674064636,-9.8833866119384766,-0.031727075576782227,0.24063305556774139,-9.6770772933959961
946685055.81661904,-0.18006965517997742,0.094636380672454834,-9.8791933059692383,-0.032391976565122604,0.20082800090312958,-9.8791933059692383,-0.038961313664913177,0.21094483137130737,-9.8812904357910156,-0.031727075576782227,0.24063305556774139,-9.6770772933959961
946685055.85568154,-0.41803485155105591,-0.1711818128824234,-9.8300971984863281,-0.38783475756645203,0.23160430788993835,-9.8300971984863281,-0.15525245666503906,0.2178313285112381,-9.8642263412475586,-0.031727075576782227,0.24063305556774139,-9.6770772933959961
946685055.894683,-0.42751741409301758,-0.11659090220928192,-9.7275485992431641,-0.34986346960067749,0.27195611596107483,-9.7275485992431641,-0.20390520989894867,0.23136252164840698,-9.8300571441650391,-0.031727075576782227,0.24063305556774139,-9.6770772933959961
